Credit_Score,Annual_Income,Debt_to_Income_Ratio,Employment_Years,Loan_Amount,Loan_Approved
724,121376,38.059079174012815,12,91210,1
817,182962,43.80722244541035,4,74518,1
581,99134,42.86227601706753,16,50283,0
619,67055,25.600408786106673,2,86326,1
742,39508,14.177311093431404,6,17205,0
614,193359,28.679113615421414,16,94874,1
676,178056,12.84267792450498,6,17748,1
588,130169,53.95533693510946,0,26097,0
736,28125,24.02326034058216,16,8092,0
576,56059,13.495286097282808,16,58311,0
802,123409,6.399626794816298,10,27692,1
815,168159,40.520231245756634,2,28862,1
649,25704,40.02962746001088,14,95396,0
745,131279,23.733229161971042,10,84507,1
649,178280,8.944153886620805,15,85152,1
436,138516,27.52958921923776,8,75469,0
542,190954,22.116962228486646,0,9926,0
842,176995,42.241635185425515,15,96299,1
339,134044,38.31785871989797,8,8969,0
528,49165,25.0526550508647,18,40733,0
847,87203,16.984090484024456,11,74855,1
522,24114,59.34197813855755,18,46743,0
305,56321,29.97008916578632,8,44876,0
621,93297,42.855082967913035,6,25323,1
767,116652,12.730413216809843,13,21428,1
374,119304,31.70743348126688,18,39578,0
303,176498,6.5145195928206014,18,91486,0
417,37772,32.80003148507475,1,69140,0
803,123754,58.02095739147363,8,88829,0
740,23712,26.131369214219013,12,11364,0
493,152439,7.144780691620137,14,40349,0
691,135142,6.702568500563894,2,5691,1
325,111736,26.33927179707782,10,71467,0
734,71924,13.801371505475672,13,50896,1
472,23726,6.284365298050226,7,62062,0
599,109152,46.59174876725972,17,84762,0
625,47723,30.218765488503987,18,18861,1
709,146969,20.908462458495997,15,93302,1
417,120494,54.50457506590644,1,68928,0
524,160180,11.387642811028908,7,88231,0
831,55643,57.57553559254256,5,46347,0
412,182396,22.268169455754403,11,8121,0
439,123896,53.86220197697747,14,88793,0
300,159999,38.16185820637038,7,33164,0
389,113680,50.46890478578181,3,30491,0
619,116546,59.12072397657553,14,64222,0
849,173515,20.862299080031015,19,28165,1
438,99973,57.86245169741761,16,8748,0
810,83449,26.42150421963312,12,31553,1
558,129834,26.203154760530726,17,65380,0
309,45537,23.72129073399781,1,49331,0
560,97576,34.777418404117185,12,44560,0
471,127522,13.47797737481679,12,58865,0
312,42612,35.454131694690616,14,51686,0
467,26471,34.79376468255022,19,80910,0
620,186703,46.90459969326785,9,9675,0
618,51348,50.85074790656721,2,71706,0
628,21177,29.224274267183322,18,82986,0
849,155832,21.628328714332156,2,81216,1
718,52779,19.263419352440195,13,15068,1
394,41636,15.704311018767957,7,59460,0
617,101889,8.170617020946368,3,51418,1
535,73551,23.834638835909235,19,31206,0
633,162628,19.86362306719308,10,5287,1
675,178670,58.152956222652406,10,27337,0
758,162635,35.673985443752414,10,25666,1
436,66819,24.100237146677916,1,6161,0
846,93770,36.92571805465328,16,95071,1
812,178038,12.655818574013253,8,43751,1
595,178059,29.42240620612116,1,87063,0
619,98714,39.44288767815851,14,94389,1
648,44596,31.889380748584827,15,19758,1
528,184246,27.097834035987834,3,70780,0
569,84106,59.6616613894834,7,8178,0
590,79182,53.41731191819098,8,36831,0
464,107163,39.287327698769204,4,7176,0
304,59310,36.31575486502555,15,38654,0
678,76088,39.136326390352124,12,31627,1
377,148803,16.07216593023383,6,57550,0
709,159978,26.732575879537524,19,49910,1
431,56914,7.1702743089994625,16,95417,0
341,130350,31.155032061775465,2,63251,0
388,65379,34.866352117671475,4,40422,0
701,188722,17.52623548567653,18,16984,1
595,197953,58.021586594103255,11,94312,0
594,66413,55.02000360154831,6,66386,0
825,157084,44.71787795007482,8,88291,1
721,27151,34.33626458209494,5,12135,0
322,77716,52.84830378062267,16,5320,0
442,113747,12.18587891029046,15,99171,0
444,187450,48.478038685118676,2,26684,0
524,193724,11.865144768176656,3,60913,0
802,164539,48.681586440217295,9,93774,0
403,182082,20.167216253824634,4,26889,0
338,141999,53.23998195600039,9,53899,0
497,134793,56.92231516039688,11,15770,0
690,128177,13.18377831728136,9,44321,1
478,32289,30.447158278596643,12,90962,0
747,196048,58.95430579894768,10,46777,0
799,194668,31.587408978523065,15,51250,1
314,174243,52.495113738299985,7,78034,0
588,106365,37.380233717222595,7,45130,0
777,134014,25.643144935578103,7,86931,1
530,195211,20.71809555392286,12,54346,0
719,199785,16.177270009734798,1,7537,0
456,180806,46.89890052577335,11,89762,0
849,92588,26.259727875266535,9,20216,1
740,83646,33.120150421041316,11,89149,1
396,23654,32.077901400065,10,8009,0
710,38743,36.75034660782222,14,94904,0
588,68368,52.606743009350375,15,34327,0
553,157513,58.94066389708862,16,19209,0
495,139735,27.41713147155993,1,53443,0
821,175683,50.513540715846666,17,20029,0
816,139891,47.04902870600947,11,72613,0
417,127971,36.54409233005653,18,84443,0
458,32149,57.58259289865632,17,61997,0
527,120102,16.026098354062153,16,67559,0
515,79189,11.009531567029178,5,69892,0
314,172747,51.96790818254822,14,75409,0
456,91031,29.153239914856158,2,13635,0
560,62668,51.583286981388326,5,38065,0
456,164745,54.11996128574782,2,38783,0
346,108204,8.435167649048928,0,39152,0
623,174741,53.59056196423334,12,63741,0
429,185140,29.65754804531822,13,56502,0
710,160507,33.07378689523277,12,34092,1
394,57384,39.46258811012656,3,22653,0
591,101929,55.95104337015477,6,45469,0
582,147959,6.051385193637022,9,91483,0
368,96153,31.22639075747994,6,64754,0
310,95388,42.824712333680836,14,34978,0
553,51401,44.74888267340256,14,92592,0
849,139503,43.08928373454094,3,99543,1
433,147834,12.393932117446703,5,48169,0
322,54084,21.466757360442468,19,53287,0
645,130641,24.72935389793574,4,59745,1
601,125111,49.244046422372776,19,10543,0
662,187523,20.331792982800415,11,61392,1
695,158299,16.588773012696173,0,26067,0
517,182982,57.65964104709529,7,56033,0
440,56041,5.48748068124079,0,50256,0
509,108920,59.880147062508804,4,95633,0
759,85681,42.22517143715676,5,74345,1
655,101571,50.56581146970144,2,27191,0
623,147556,21.204066799040625,14,91803,1
432,46160,5.787340271688299,4,77742,0
426,37633,45.582823520884155,13,91593,0
405,37014,50.87795283503717,17,33992,0
677,100532,45.726187257443556,15,86531,0
350,69104,12.856765801546123,5,53803,0
328,192693,46.4385357241333,13,68477,0
761,97231,47.29075301592025,7,18210,0
595,88388,41.21972836185302,6,88329,0
596,36014,47.13637630375724,7,31270,0
706,112578,51.52567918227527,12,67008,0
704,184827,38.74822628306021,5,10197,1
645,60390,9.873259268332347,17,12452,1
719,43711,31.8195295316966,1,46486,0
481,111658,9.270713406938278,7,19859,0
300,77993,27.414866706783695,10,32236,0
670,178285,27.39085690190952,0,36899,0
730,27421,8.630541427713286,5,37083,0
608,37727,24.185129368321363,15,72708,0
436,132418,11.104895433522316,19,21663,0
501,24358,49.45293655050722,11,98076,0
735,85108,57.122841428045895,10,24053,0
612,114018,8.977406139186623,9,16085,1
416,144457,57.531336401043575,2,35564,0
543,183189,33.74171296352098,12,94745,0
836,51910,21.476112287463064,2,64095,1
374,146888,9.227414140188994,14,74517,0
685,75754,32.534334743872975,15,26153,1
509,129847,48.69835494699118,12,10247,0
774,180443,43.8897562496684,16,15553,1
717,58467,7.762430630518557,2,25811,1
646,168697,9.009600945234693,19,11135,1
828,53893,27.15803054479504,10,10573,1
478,96329,21.24097717263688,18,84267,0
481,51007,17.78113776808263,10,12189,0
324,190604,20.455247439979246,15,85077,0
479,74253,49.19155088132865,2,48646,0
800,32323,56.107542949751966,5,81623,0
460,131335,27.280648199016152,13,58687,0
476,132356,54.83610511728734,17,73312,0
584,130944,22.68226356863351,16,32564,0
362,165282,31.20403424890854,3,33835,0
455,36456,17.431594879879984,14,66587,0
768,51367,40.226182319671416,10,12697,1
348,74624,58.84396133461449,2,85165,0
383,161178,38.19212028238582,2,78922,0
660,88008,24.679774626245187,15,22046,1
447,145926,40.62995952947906,4,62823,0
641,135395,11.760637315596316,9,78580,1
775,136492,53.87624941459693,18,58370,0
362,92240,32.669617292891004,3,14615,0
659,84315,29.714235812180313,18,10060,1
626,30756,37.222563364943554,10,81436,0
440,56378,39.36311245341714,1,65519,0
514,155327,8.947669342458216,9,76117,0
734,165556,42.54394716728713,10,66158,1
617,145703,18.306242417354127,19,39782,1
331,76549,44.267394787862436,15,90709,0
584,185575,50.23941369113082,18,83533,0
604,93794,49.21771791538862,10,63255,0
728,65113,35.3875532074339,13,77684,1
776,94069,33.609344077091315,1,61918,0
585,156321,12.858177873667644,4,89284,0
443,170273,47.64403827217246,4,84558,0
723,145541,19.927515924569292,18,90549,1
318,29686,32.31824825498706,11,86422,0
317,73363,20.63507511101342,17,30256,0
670,117543,12.360559964983123,3,35005,1
474,151733,39.62567332904551,16,11638,0
493,195915,7.988261915259711,9,42419,0
801,115673,46.175487876941,19,38377,0
412,62828,22.467273739361417,5,48116,0
413,68604,5.007408115246693,13,41634,0
521,30526,33.11210265804764,10,87291,0
563,88910,7.5768549690181715,10,28382,0
354,45592,20.189325680149473,17,61063,0
757,48982,43.88370681006439,17,27394,1
461,20207,8.447929189202622,10,72789,0
679,108733,51.16361707958013,11,5864,0
386,144982,5.210095746222071,4,45222,0
354,88619,18.575312806104623,8,18666,0
775,180400,45.74972308836393,8,25955,0
477,66479,22.394858235111872,9,86845,0
690,171175,10.604081343630744,18,74590,1
648,190963,24.812865534023533,0,71471,0
307,161826,19.871630751148906,6,93314,0
612,101437,51.34915461883052,3,48298,0
742,118540,22.234135467182874,0,68108,0
627,92982,48.391285947680394,14,53924,0
353,122747,54.05296796459041,7,21709,0
538,68231,28.859958076709123,11,14726,0
528,49301,55.046872911991564,17,65824,0
350,192395,25.752492967975606,14,45542,0
563,38752,58.02431290695595,16,25245,0
717,118452,9.91092384890651,13,39753,1
395,164467,42.78605965767835,13,84788,0
387,141237,32.15977222513108,17,26316,0
377,76273,26.320684300060588,19,89698,0
587,111878,39.79915333117305,17,20960,0
419,24895,43.71214003988822,15,35791,0
790,139968,5.239979830767,0,30216,0
751,135700,14.18241988109593,10,37467,1
799,96559,44.21753278488753,14,69427,1
464,30699,41.65119774680136,11,67047,0
481,29715,58.132612782077246,7,78290,0
768,39169,46.857078463793066,19,52014,0
306,138413,57.29249892522359,5,9078,0
629,167235,43.63972758441438,2,83389,1
450,139264,21.392871475169372,12,55519,0
384,25782,10.795070723797107,12,9042,0
446,144481,48.000312483971456,1,54052,0
680,55585,40.428207181175374,4,19389,1
847,50682,7.650230681631292,16,73111,1
584,198936,24.80277562455381,5,98715,0
381,149992,57.62398985163574,1,55733,0
813,104416,32.52206301406107,3,39754,1
822,147810,28.800102481083755,10,23624,1
685,58067,30.17347828376117,7,90886,0
770,193757,16.488549820284007,11,31681,1
418,38073,25.278894397563736,7,94524,0
695,56035,25.339729079294713,10,86006,0
831,110373,7.879526110310982,19,29704,1
560,103362,47.216219568485506,7,99913,0
555,110517,27.907743754713344,7,99108,0
525,85450,50.219893774903284,16,12493,0
352,30382,51.76914006159425,19,74639,0
799,155509,16.659673008426193,19,59383,1
805,81929,41.15444151935707,15,7994,1
663,118864,30.975499228963994,13,74280,1
579,163401,53.40862058568168,10,52234,0
457,45169,16.865737354704976,6,52291,0
358,107468,42.27972601705243,15,97868,0
427,54594,38.42636672389974,12,10594,0
414,65033,21.241581266450805,14,12371,0
508,83133,12.513049700814493,15,52315,0
825,93861,40.84018682625021,8,88564,1
820,51750,45.622860197278186,2,84526,0
536,60461,22.35950390698425,18,21626,0
580,98222,40.46579322122726,19,91005,0
658,132020,26.73219991863268,4,12130,1
500,44226,44.22637858054397,9,11828,0
577,26721,15.95684011917292,16,62514,0
534,40609,53.96182514498959,14,57664,0
793,150513,20.807527805606885,7,22883,1
303,124211,25.22822932658841,14,48059,0
741,199967,8.195057364419238,13,89078,1
328,156728,11.133171677670202,19,47932,0
408,144865,33.37240464917805,6,66269,0
374,94520,19.71759722003843,11,80986,0
445,84309,50.95141241582069,16,90959,0
427,49984,5.808136376022461,16,7035,0
341,138947,25.85017267695649,9,45745,0
655,25901,23.554005072300097,18,22241,0
340,182624,6.0630197004680575,13,57975,0
333,51055,11.840261945028061,10,28154,0
316,188757,27.75034712052494,1,30625,0
452,165788,32.10755214460956,17,49950,0
677,134099,27.2359360990178,6,61396,1
641,31138,34.201572312665164,11,18331,0
326,186370,37.73224211981248,1,68927,0
